SMILES,Actual
CN1c2ccccc2N(C1=S)CCSc3[nH]c4ccccc4n3,0
Cc1c(c(on1)C)c2ccc3c(c2)ncc(c3Nc4ccccc4C(C)(C)C)C(=O)O,0
C[C@H]1CCc2ccccc2N1C(=O)C,0
C/C(=C/1\C=C(c2[n+]1cccc2)c3ccccn3)/O,0
Cc1c(c(on1)C)c2ccccc2,0
Cc1nnc2n1-c3ccc(cc3[C@@H](CC2)Nc4ccc(cc4)Cl)c5cnn(c5)C,0
Cc1cc(cc(c1OCCO)C)C2=Nc3cc(cc(c3C(=O)N2)OC)OC,0
c1ccc2c(c1)-c3ccccc3NC2=O,0
CC(=O)N1c2ccc(cc2N(C[C@@H]1C3CC3)Cc4ccccc4CO)c5cnc(nc5)C(=O)N,0
CC(=O)N1c2ccc(cc2N(C[C@@H]1C3CC3)Cc4ccccc4CO)C5=CCNCC5,0
Cc1ccc2c(c1c3cc(cc4c3nc([nH]4)C5CC5)c6c(noc6C)C)cccn2,0
C[C@H]1C[C@H](c2cc(ccc2N1C(=O)C)c3cc[nH]n3)Nc4ccccc4Cl,0
Cc1nnc2n1-c3ccc(cc3C(=NC2)c4ccccc4)Cl,0
Cc1ncc2n1-c3ccc(cc3C(=NC2)c4ccccc4F)Cl,0
Cc1nnc2n1-c3ccc(cc3C(=NN2C)c4ccccc4)Cl,0
Cc1c(c(on1)C)c2ccc3c(c(cnc3n2)C(=O)O)Nc4ccccc4C(C)(C)C,0
Cc1c(c(on1)C)c2cc3c(c(c(cn3)C(=O)O)Nc4ccccc4C(C)(C)C)nc2OC,0
Cc1c(c(on1)C)c2cc3c(c4c(cn3)NC(=O)N4c5ccccc5OC(F)(F)F)nc2OC,0
CCc1cc2c(s1)-[n+]3c([nH]nc3CN=C2c4ccccc4Cl)C,0
c1ccc(cc1)c2cccc3c2OC(=CC3=O)N4CCOCC4,0
Cc1c(c(on1)C)c2ccc3c(c2)[C@@](CC3)(c4ccccc4)O,0
Cc1ccc(cc1)CN(C)c2cc(nc3n2ncn3)C,0
Cc1cc(c2ccccc2[n+]1[O-])c3cccc(c3)NC(=O)C,0
Cc1cc(c(c(c1O)C)N)/N=N/c2ccc(cc2)S(=O)(=O)Nc3ccccn3,0
C[N@]1CC[C@@H]([C@@H](C1)O)c2c(cc(c3c2OC(=CC3=O)c4ccccc4Cl)O)O,0
c1ccc2c(c1)c3cccc(c3s2)c4cccc5c4OC(=CC5=O)N6CCOCC6,0
c1cc(cc(c1)Cl)C2=C(C(=O)NC2=O)Nc3ccc(c(c3)Cl)O,0
C1CNCCC1C2=NC(=C3C=CC4=C(CCC4=C3)N=O)C(=C5C=CNC=C5)N2,0
c1ccc(cc1)c2[nH]c(c(n2)c3ccncc3)c4cccc(c4)O,0
COc1ccccc1Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(cc5)F,0
Cc1cnc(nc1Nc2cccc(c2)S(=O)(=O)NC(C)(C)C)Nc3ccc(cc3)OCCN4CCCC4,0
CN1Cc2cc(ccc2NC1=O)NS(=O)(=O)c3ccccc3OC,0
CN1Cc2cc(ccc2NC1=O)S(=O)(=O)Nc3ccccc3,0
c1csc2c1CN(CC2)C(=O)n3ccnc3,0
Cc1cc(on1)CSc2nnc3n2cccc3,0
c1cc(ccc1C(=O)N)N2CCOC2=O,0
c1cc(cc(c1)NS(=O)(=O)c2cccs2)C3=CSC(=O)N3,0
Cc1c(c(on1)N)c2ccccc2,0
Cc1c(sc-2c1C(=N[C@H](c3c2c(no3)C)CC(=O)N)c4ccc(cc4)Cl)C,0
CCc1cc2c(n1Cc3ccccc3)CCCC2=O,0
CN1c2ccc(cc2N(C1=O)C)C(=O)N,0
CN1C=C(c2c(cc(s2)C(=O)NC3CCS(=O)(=O)CC3)C1=O)c4ccc(c(c4)OC)OC,0
c1coc2c1cc(cc2c3c4c([nH]cn4)nc(n3)N)Br,0
CC1=Cc2ccnc(c2NC1=O)N[C@@H]3CCNC[C@H]3OCC4CCCCC4,0
Cc1c(c(on1)C)c2ccc3c(c2)[C@@H](N(C3=O)C)c4ccccc4,0
c1cc(cc(c1)S(=O)(=O)NC2CCCC2)C3=CSC(=O)N3,0
c1c(cc(cc1NC(=O)C2CC2)S(=O)(=O)NC3CCCC3)C4=CSC(=O)N4,0
COc1ccc(cc1)/C=C(\c2ccccc2)/C(=O)N3CC(=O)Nc4c3cccc4,0
c1ccc(cc1)c2cc(cnc2)C(=O)N3CC(=O)Nc4c3cccc4,0
CCN1c2ccc(c3c2c(ccc3)C1=O)S(=O)(=O)NC4CCCCC4,0
CCN1c2ccc(c3c2c(ccc3)C1=O)NS(=O)(=O)c4ccccc4,0
CCc1c(c([nH]c1C(=O)n2ccc3c2cc(cc3)S(=O)(=O)NC)C)C(=O)C,0
CCCc1c(c([nH]c1C(=O)Nc2cccc(c2)S(=O)(=O)N3CCCCCC3)C)C(=O)C,0
CCn1c(nc2c1C(=O)NC(=O)N2Cc3ccc(cc3)Cl)CSc4[nH]nc(n4)N,0
CCn1cnc2c1C(=O)NC(=O)N2Cc3ccc(cc3)Cl,0
Cc1c-2c(on1)[C@@H](N=C(c3c2cccc3)c4ccc(cc4)Cl)CC(=O)N,0
Cc1cc(cc(c1O)C)C2=Nc3c(c4c(s3)CN(CC4)C)C(=O)N2,0
Cc1cccc(c1)CN2CCC(CC2)CNC(=O)CCCOC3=CC(=O)N(c4c3cccc4)C,0
C[C@@H]1C(=O)N(CCN1CCOc2ccc(cc2)C3CCN(CC3)c4ccc5nnc(n5n4)Cl)C,0
c1cc(ccc1/N=N/c2ccc(c(c2)S(=O)(=O)O)NC(=O)CCl)S(=O)(=O)O,0
CN1C=C(c2cc[nH]c2C1=O)c3cccc(c3)C(=O)N(C)C,0
CCC(=O)N1CCc2c(c(n[nH]2)c3ccccc3)C1,0
CC(=O)N1CCc2c(c(nn2[C@H]3CCOC3)Nc4ccc(cc4F)c5cnn(c5)C)C1,0
Cc1ccccc1Nc2cc(nc3n2cnn3)C,0
Cc1ccc2c(c1)NC(=O)[C@H](O2)C,0
CCNc1c2cc(c(cc2ncn1)OC)OC,0
CCOC(=O)c1ccc(cc1)c2csc3c2OC(=CC3=O)N4CCOCC4,0
Cc1cnc(nc1Nc2cccc(c2)NS(=O)(=O)C(C)(C)C)Nc3ccc(cc3)N4CCN(CC4)C,0
CN(CCCNC1=CC(=O)Oc2c1cccc2)C(=O)c3cccs3,0
COc1cc(cc(c1OC)OC)C(=O)NCCc2cccs2,0
COc1ccc(cc1S(Nc2cccc(c2)N3CCCC3=O)(O)O)Br,0
C[C@H]1CN(c2cc(ccc2N1C(=O)C)c3cccc(c3)C(=O)NC)C(=O)c4ccco4,0
CCN1C2=C([C@@H](C3=C(N2)COC3=O)c4ccc(cc4)C)C(=O)NC1=O,0
CCOc1cc(ccc1Nc2ncc3c(n2)N(c4ccccc4C(=O)N3C)C)N5CCC(CC5)O,0
c1cc(cc(c1)N2CCCC2=O)NS(=O)(=O)c3ccc(c(c3)Cl)F,0
c1cc(cc(c1)N2C=CCC2=O)NS(=O)(=O)c3cccc(c3)Br,0
c1cc(cc(c1)N2CCCC2=O)NS(=O)(=O)c3c(cccc3F)F,0
Cc1nnc2n1nc(cc2)c3ccc(c(c3)OC)OC,0
Cc1nnc2n1nc(cc2)c3cnn(c3Oc4ccccc4)C,0
c1cc2c(ccc(c2nc1)O)[N+](=O)[O-],0
Cc1ccsc1CNC2=C(C(=O)N(N=C2)C)Cl,0
CNC1=C(C(=O)N(N=C1)C)Cl,0
CN1CCC(CC1)NC(=O)c2ccc(c(c2)OC)Nc3ncc4c(n3)N(CC(C(=O)N4C)(F)F)C5CCCC5,0
Cc1ccc(cc1)[C@H](C)Nc2ccc3c(c2)N([C@H](C(=O)N3C)C)C4CC4,0
Cn1cc(cn1)c2ccc3c(c2)C(=CN(C3=O)C)c4cccc(c4)NS(=O)(=O)C,0
